symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
SKMEGGPROD,SKM Egg Products Export (India) Limited,7(2),SKM SHREE SHIVKUMAR,2025-06-12 10:01:00,1183501,,0,0,0,0,Equity Shares,32361.0,543419,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183501_1465736_12062025100103_WEB.xml,Key Managerial Personnel,11592139.0,44.03,8013871.0,Equity Shares,11624500.0,44.15,,,,Market Purchase,,NSE,
GEOJITFSL,Geojit Financial Services Limited,7(2),BNP Paribas SA,2025-06-11 22:30:00,1183499,,0,0,0,0,Equity Shares,1240000.0,543417,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183499_1465723_11062025103031_WEB.xml,Promoters,65910634.0,23.62,112924096.0,Equity Shares,64670634.0,23.18,,,,Market Sale,,NSE,
PRAMARA,Pramara Promotions Limited,7(2),Ashish Dalpat Mehta,2025-06-11 20:32:00,1183497,,0,0,0,0,Equity Shares,15000.0,543415,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183497_1465702_11062025083219_WEB.xml,Immediate relative,15625.0,0.14,2387509.0,Equity Shares,625.0,0.0,,,,Market Sale,,NSE,
M&MFIN,Mahindra & Mahindra Financial Services Limited,7(2),Nitesh Rawal,2025-06-11 20:00:00,1183495,,0,0,0,0,Equity Shares,5823.0,543413,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183495_1465692_11062025080029_WEB.xml,Employees/Designated Employees,46586.0,0.0,1129662.0,Equity Shares,52409.0,0.0,,,,Public Right,,NA,
M&MFIN,Mahindra & Mahindra Financial Services Limited,7(2),Dharmesh Vakharia,2025-06-11 20:00:00,1183495,,0,0,0,0,Equity Shares,5625.0,543412,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183495_1465692_11062025080029_WEB.xml,Employees/Designated Employees,45000.0,0.0,1091250.0,Equity Shares,50625.0,0.0,,,,Public Right,,NA,
M&MFIN,Mahindra & Mahindra Financial Services Limited,7(2),Dinesh Dayaram Prajapati,2025-06-11 20:00:00,1183495,,0,0,0,0,Equity Shares,29700.0,543411,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183495_1465692_11062025080029_WEB.xml,Employees/Designated Employees,219509.0,0.02,5761800.0,Equity Shares,249209.0,0.02,,,,Public Right,,NA,
M&MFIN,Mahindra & Mahindra Financial Services Limited,7(2),Sandeep Mandrekar,2025-06-11 20:00:00,1183495,,0,0,0,0,Equity Shares,7772.0,543410,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183495_1465692_11062025080029_WEB.xml,Employees/Designated Employees,62180.0,0.0,1507768.0,Equity Shares,69952.0,0.01,,,,Public Right,,NA,
WIPRO,Wipro Limited,7(2),Prazim Traders,2025-06-11 19:53:00,1183493,,0,0,0,0,Equity Shares,59500000.0,543404,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183493_1465686_11062025075311_WEB.xml,Promoter Group,2100797946.0,20.06,15410444347.0,Equity Shares,2160297946.0,20.62,,,,Inter-se-Transfer,,NSE,
WIPRO,Wipro Limited,7(2),Azim premj trust,2025-06-11 19:53:00,1183493,,0,0,0,0,Equity Shares,180500000.0,543403,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183493_1465686_11062025075311_WEB.xml,Promoter Group,860885966.0,8.22,46743487707.0,Equity Shares,680385966.0,6.49,,,,Inter-se-Transfer,,NSE,
WIPRO,Wipro Limited,7(2),Prazim Trading And Investment Company Pvt Ltd,2025-06-11 19:53:00,1183493,,0,0,0,0,Equity Shares,23800000.0,543402,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183493_1465686_11062025075311_WEB.xml,Promoter Group,169908256.0,1.62,5950208250.0,Equity Shares,193708256.0,1.85,,,,Inter-se-Transfer,,NSE,
WIPRO,Wipro Limited,7(2),Prazim Traders,2025-06-11 19:53:00,1183493,,0,0,0,0,Equity Shares,59500000.0,543401,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183493_1465686_11062025075311_WEB.xml,Promoter Group,2041297946.0,19.49,14875520625.0,Equity Shares,2100797946.0,20.06,,,,Inter-se-Transfer,,NSE,
WIPRO,Wipro Limited,7(2),Azim premj trust,2025-06-11 19:53:00,1183493,,0,0,0,0,Equity Shares,202300000.0,543399,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183493_1465686_11062025075311_WEB.xml,Promoter Group,1063185966.0,10.15,50570448250.0,Equity Shares,860885966.0,8.22,,,,Inter-se-Transfer,,NSE,
WIPRO,Wipro Limited,7(2),Azim hasham premji PARTNER REPRESENTING HASHAM TRADERS,2025-06-11 19:53:00,1183493,,0,0,0,0,Equity Shares,119000000.0,543400,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183493_1465686_11062025075311_WEB.xml,Promoter Group,1767826730.0,16.88,29751041250.0,Equity Shares,1886826730.0,18.02,,,,Inter-se-Transfer,,NSE,
WIPRO,Wipro Limited,7(2),Zash Traders,2025-06-11 19:53:00,1183493,,0,0,0,0,Equity Shares,121000000.0,543405,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183493_1465686_11062025075311_WEB.xml,Promoter Group,2081133582.0,19.87,31338886823.0,Equity Shares,2202133582.0,21.02,,,,Inter-se-Transfer,,NSE,
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,7(2),Sunil D'Souza,2025-06-11 19:33:00,1183491,,0,0,0,0,Equity Shares,12000.0,543391,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183491_1465672_11062025073339_WEB.xml,Director,25280.0,0.0,13389960.0,Equity Shares,13280.0,0.0,,,,Market Sale,,NSE,
DBREALTY,Valor Estate Limited,7(2),Pushparaj Muddu Poojari,2025-06-11 19:05:00,1183489,,0,0,0,0,Equity Shares,990.0,543386,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183489_1465659_11062025070553_WEB.xml,Employees/Designated Employees,1000.0,0.0,207880.0,Equity Shares,10.0,0.0,,,,Market Sale,,NSE,
DBREALTY,Valor Estate Limited,7(2),Manoj Sitaram Mhatre,2025-06-11 19:05:00,1183489,,0,0,0,0,Equity Shares,200.0,543387,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183489_1465659_11062025070553_WEB.xml,Employees/Designated Employees,1210.0,0.0,44200.0,Equity Shares,1010.0,0.0,,,,Market Sale,,NSE,
DBREALTY,Valor Estate Limited,7(2),Subramanian K. Mudaliyar,2025-06-11 19:05:00,1183489,,0,0,0,0,Equity Shares,1500.0,543388,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183489_1465659_11062025070553_WEB.xml,Employees/Designated Employees,1505.0,0.0,326566.0,Equity Shares,5.0,0.0,,,,Market Sale,,NSE,
DBREALTY,Valor Estate Limited,7(2),Fayyaz Ahmed Peer Mohammed ShaikhFayyaz Ahmed Peer Mohammed Shaikh,2025-06-11 19:05:00,1183489,,0,0,0,0,Equity Shares,1500.0,543389,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183489_1465659_11062025070553_WEB.xml,Employees/Designated Employees,15000.0,0.0,332065.0,Equity Shares,13500.0,0.0,,,,Market Sale,,"BSE,NSE",
DBREALTY,Valor Estate Limited,7(2),Vishnu Laxman Mhetar,2025-06-11 19:05:00,1183489,,0,0,0,0,Equity Shares,500.0,543385,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183489_1465659_11062025070553_WEB.xml,Employees/Designated Employees,500.0,0.0,103508.0,Equity Shares,,0.0,,,,Market Sale,,"BSE,NSE",
IKS,Inventurus Knowledge Solutions Limited,7(2),Mitul Thakker,2025-06-11 19:00:00,1183488,,0,0,0,0,Equity Shares,10.0,543384,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183488_1465656_11062025070055_WEB.xml,,374609.0,0.22,1600.0,Equity Shares,374599.0,0.22,,,,Market Sale,,NSE,
IKS,Inventurus Knowledge Solutions Limited,7(2),Mitul Thakker,2025-06-11 19:00:00,1183488,,0,0,0,0,Equity Shares,46000.0,543383,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183488_1465656_11062025070055_WEB.xml,,374599.0,0.22,74750000.0,Equity Shares,328599.0,0.19,,,,Market Sale,,NSE,
IKS,Inventurus Knowledge Solutions Limited,7(2),Katherine Davis,2025-06-11 19:00:00,1183488,,0,0,0,0,Equity Shares,10600.0,543382,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183488_1465656_11062025070055_WEB.xml,,258742.0,0.15,17781113.0,Equity Shares,248142.0,0.14,,,,Market Sale,,NSE,
M&M,Mahindra & Mahindra Limited,7(2),Nozar Bharucha,2025-06-11 18:37:00,1183486,,0,0,0,0,Equity Shares,5000.0,543378,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183486_1465644_11062025063721_WEB.xml,Employees/Designated Employees,23336.0,0.0,15482500.0,Equity Shares,18336.0,0.0,,,,Market Sale,,NSE,
VASCONEQ,Vascon Engineers Limited,7(2),Jai Kumar Gupta,2025-06-11 18:02:00,1183484,,0,0,0,0,Equity Shares,30000.0,543376,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183484_1465610_11062025060247_WEB.xml,,30000.0,0.01,1639500.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
NCLIND,NCL Industries Limited,7(2),P S Raju,2025-06-11 17:54:00,1183482,,0,0,0,0,Equity Shares,6031.0,543374,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183482_1465601_11062025055445_WEB.xml,Promoter Group,47314.0,0.1,1357457.0,Equity Shares,41283.0,0.09,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Sudipta Chatterjee,2025-06-11 17:44:00,1183480,,0,0,0,0,Equity Shares,4500.0,543372,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183480_1465586_11062025054440_WEB.xml,,66575.0,0.01,18892661.0,Equity Shares,62075.0,0.01,,,,Market Sale,,NSE,
DMART,Avenue Supermarts Limited,7(2),Bimal Suresh Desai,2025-06-11 17:44:00,1183480,,0,0,0,0,Equity Shares,400.0,543371,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183480_1465586_11062025054440_WEB.xml,,24900.0,0.0,1685160.0,Equity Shares,24500.0,0.0,,,,Market Sale,,NSE,
AARTIPHARM,Aarti Pharmalabs Limited,7(2),Orchid Family Trust,2025-06-11 17:39:00,1183477,,0,0,0,0,Equity Shares,30000.0,543367,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183477_1465575_11062025053913_WEB.xml,Promoters,610000.0,0.67,27825659.0,Equity Shares,580000.0,0.64,,,,Market Sale,,NSE,
ORIENTBELL,Orient Bell Limited,7(2),Mahendra K Daga,2025-06-11 17:39:00,1183478,,0,0,0,0,Equity Shares,894.0,543368,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183478_1465576_11062025053913_WEB.xml,Promoters,3001656.0,20.47,266180.0,Equity Shares,3002550.0,20.47,,,,Market Purchase,,NSE,
GHCL,GHCL Limited,7(2),Ravi Shanker Jalan,2025-06-11 17:37:00,1183475,,0,0,0,0,Equity Shares,50000.0,543363,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183475_1465570_11062025053711_WEB.xml,Director,550300.0,0.57,31815950.0,Equity Shares,500300.0,0.52,,,,Market Sale,,NSE,
GHCL,GHCL Limited,7(2),Bhuwneshwar Mishra,2025-06-11 17:37:00,1183475,,0,0,0,0,Equity Shares,10000.0,543365,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183475_1465570_11062025053711_WEB.xml,Employees/Designated Employees,42000.0,0.04,6424200.0,Equity Shares,32000.0,0.03,,,,Market Sale,,NSE,
GHCL,GHCL Limited,7(2),Mr Raman Chopra,2025-06-11 17:37:00,1183475,,0,0,0,0,Equity Shares,19000.0,543364,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183475_1465570_11062025053711_WEB.xml,Director,225000.0,0.23,12096024.0,Equity Shares,206000.0,0.21,,,,Market Sale,,NSE,
IEX,Indian Energy Exchange Limited,7(2),Dalmia Cement (Bharat) Limited,2025-06-11 17:07:00,1183472,,0,0,0,0,Equity Shares,9673486.0,543357,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183472_1465538_11062025050744_WEB.xml,Other,11142905.0,1.25,1995544668.0,Equity Shares,1469419.0,0.16,,,,Market Sale,,NSE,
IEX,Indian Energy Exchange Limited,7(2),Dalmia Cement (Bharat) Limited,2025-06-11 17:07:00,1183472,,0,0,0,0,Equity Shares,1000000.0,543358,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183472_1465538_11062025050744_WEB.xml,Other,1469419.0,0.16,202132700.0,Equity Shares,469419.0,0.05,,,,Market Sale,,BSE,
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,2025-06-11 17:06:00,1183470,,0,0,0,0,Equity Shares,74.0,543351,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183470_1465533_11062025050608_WEB.xml,Other,34820.0,0.14,109594.0,Equity Shares,34746.0,0.14,,,,Market Sale,,NSE,
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,2025-06-11 17:06:00,1183470,,0,0,0,0,Equity Shares,200.0,543352,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183470_1465533_11062025050608_WEB.xml,Other,34746.0,0.14,297860.0,Equity Shares,34546.0,0.14,,,,ESOP,,NA,
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,2025-06-11 17:06:00,1183470,,0,0,0,0,Equity Shares,200.0,543353,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183470_1465533_11062025050608_WEB.xml,Other,34546.0,0.14,297860.0,Equity Shares,34346.0,0.13,,,,ESOP,,NA,
GANECOS,Ganesha Ecosphere Limited,7(2),Ganesha Employees Welfare Trust,2025-06-11 17:06:00,1183470,,0,0,0,0,Equity Shares,1600.0,543354,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183470_1465533_11062025050608_WEB.xml,Other,34346.0,0.13,2382880.0,Equity Shares,32746.0,0.13,,,,ESOP,,NA,
NCLIND,NCL Industries Limited,7(2),P VARALAKSHMI,2025-06-11 16:45:00,1183468,,0,0,0,0,Equity Shares,79000.0,543346,Pledge Invoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183468_1465514_11062025044555_WEB.xml,Promoter Group,350355.0,0.77,16582500.0,Equity Shares,271355.0,0.6,,,,Invocation of pledge,,NSE,
NCLIND,NCL Industries Limited,7(2),P N Raju,2025-06-11 16:45:00,1183468,,0,0,0,0,Equity Shares,71000.0,543345,Pledge Invoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183468_1465514_11062025044555_WEB.xml,Promoter Group,514545.0,1.14,14817700.0,Equity Shares,443545.0,0.98,,,,Invocation of pledge,,NSE,
AFFLE,Affle 3i Limited,7(2),Affle (India) Limited Employees Welfare Trust,2025-06-11 16:28:00,1183464,,0,0,0,0,Equity Shares,1340.0,543334,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183464_1465504_11062025042852_WEB.xml,Other,117697.0,0.04,2421785.0,Equity Shares,116357.0,0.04,,,,ESOP,,NSE,
AFFLE,Affle 3i Limited,7(2),Affle (India) Limited Employees Welfare Trust,2025-06-11 16:28:00,1183464,,0,0,0,0,Equity Shares,4019.0,543335,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183464_1465504_11062025042852_WEB.xml,Other,116357.0,0.04,7714109.0,Equity Shares,112338.0,0.04,,,,ESOP,,NSE,
DIVISLAB,Divi's Laboratories Limited,7(2),Yalavarthi Vamsi Krishna,2025-06-11 16:27:00,1183463,,0,0,0,0,Equity Shares,200.0,543333,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183463_1465502_11062025042711_WEB.xml,Immediate relative,1200.0,0.0,1335600.0,Equity Shares,1000.0,0.0,,,,Market Sale,,NSE,
NAUKRI,Info Edge (India) Limited,7(2),Rishi Gupta,2025-06-11 15:59:00,1183460,,0,0,0,0,Equity Shares,2000.0,543329,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183460_1465492_11062025035957_WEB.xml,Employees/Designated Employees,19000.0,0.0,3030000.0,Equity Shares,17000.0,0.0,,,,Market Sale,,BSE,
STARCEMENT,Star Cement Limited,7(2),Suhag Overseas Trading Private Limited,2025-06-11 15:56:00,1183458,,0,0,0,0,Equity Shares,23250.0,543327,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183458_1465489_11062025035644_WEB.xml,Other,58997.0,0.02,5027600.0,Equity Shares,82247.0,0.02,,,,Market Purchase,,NSE,
NAHARCAP,Nahar Capital and Financial Services Limited,7(2),NAHAR SPINNING MILLS LIMITED,2025-06-11 15:53:00,1183456,,0,0,0,0,Equity Shares,1.0,543325,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183456_1465485_11062025035326_WEB.xml,Promoter Group,632359.0,3.78,365.0,Equity Shares,632358.0,3.78,,,,Market Sale,,NSE,
NAHARCAP,Nahar Capital and Financial Services Limited,7(2),NAHAR SPINNING MILLS LIMITED,2025-06-11 15:53:00,1183456,,0,0,0,0,Equity Shares,4382.0,543324,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183456_1465485_11062025035326_WEB.xml,Promoter Group,627977.0,3.75,1373534.0,Equity Shares,632359.0,3.78,,,,Market Purchase,,NSE,
NIITMTS,Niit Learning Systems Limited,7(2),Rohit Sethi,2025-06-11 15:49:00,1183454,,0,0,0,0,Equity Shares,1000.0,543321,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183454_1465479_11062025034935_WEB.xml,,1211.0,0.0,354591.0,Equity Shares,211.0,0.0,,,,Market Sale,,NSE,
NIITMTS,Niit Learning Systems Limited,7(2),Sapnesh Kumar Lalla,2025-06-11 15:49:00,1183454,,0,0,0,0,Equity Shares,58000.0,543317,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183454_1465479_11062025034935_WEB.xml,Key Managerial Personnel,575052.0,0.42,2941760.0,Equity Shares,633052.0,0.46,,,,ESOP,,NA,
NIITMTS,Niit Learning Systems Limited,7(2),Pankaj Mamtani,2025-06-11 15:49:00,1183454,,0,0,0,0,Equity Shares,2000.0,543319,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183454_1465479_11062025034935_WEB.xml,,39267.0,0.03,354180.0,Equity Shares,41267.0,0.03,,,,ESOP,,NA,
NIITMTS,Niit Learning Systems Limited,7(2),Pankaj Mamtani,2025-06-11 15:49:00,1183454,,0,0,0,0,Equity Shares,2000.0,543320,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183454_1465479_11062025034935_WEB.xml,,41267.0,0.03,354180.0,Equity Shares,43267.0,0.03,,,,ESOP,,NA,
NIITMTS,Niit Learning Systems Limited,7(2),Pankaj Mamtani,2025-06-11 15:49:00,1183454,,0,0,0,0,Equity Shares,1900.0,543318,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183454_1465479_11062025034935_WEB.xml,,37367.0,0.03,336471.0,Equity Shares,39267.0,0.03,,,,ESOP,,NA,
HMAAGRO,Hma Agro Industries Limited,7(2),ZULFIQAR AHMAD QURASHI,2025-06-11 15:47:00,1183453,,0,0,0,0,Equity Shares,594405.0,543316,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183453_1465476_11062025034755_WEB.xml,Promoters,94795001.0,18.93,20186903.0,Equity Shares,94200596.0,18.81,,,,Market Sale,,NSE,
MPHASIS,MphasiS Limited,7(2),Manikantan T,2025-06-11 15:47:00,1183451,,0,0,0,0,Equity Shares,300.0,543310,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183451_1465474_11062025034732_WEB.xml,Employees/Designated Employees,500.0,0.0,800700.0,Equity Shares,200.0,0.0,,,,Market Sale,,NSE,
DPSCLTD,DPSC Limited,7(2),Aksara Commercial Private Limited,2025-06-11 15:25:00,1183448,,0,0,0,0,Equity Shares,100000.0,543307,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183448_1465465_11062025032526_WEB.xml,Promoter Group,62720045.0,6.44,1293398.0,Equity Shares,62620045.0,6.43,,,,Market Sale,,NSE,
DENTALKART,Vasa Denticity Limited,7(2),NAKUL VARSHNEY,2025-06-11 15:18:00,1183446,,0,0,0,0,Equity Shares,24000.0,543305,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183446_1465460_11062025031828_WEB.xml,Promoters,203500.0,1.22,15532975.0,Equity Shares,179500.0,1.08,,,,Market Sale,,,
GOKUL,Gokul Refoils and Solvent Limited,7(2),Manjulaben Jitaji Rajput,2025-06-11 15:14:00,1183444,,0,0,0,0,Equity Shares,50000.0,543303,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183444_1465454_11062025031455_WEB.xml,Promoter Group,1222438.0,1.23,2355845.0,Equity Shares,1172438.0,1.18,,,,Market Sale,,BSE,
GOKUL,Gokul Refoils and Solvent Limited,7(2),Manjulaben Jitaji Rajput,2025-06-11 15:14:00,1183444,,0,0,0,0,Equity Shares,250000.0,543302,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183444_1465454_11062025031455_WEB.xml,Promoter Group,1172438.0,1.18,11781459.0,Equity Shares,922438.0,0.93,,,,Market Sale,,NSE,
DIAMINESQ,Diamines & Chemicals Limited,7(2),Perfo Chem (India) Pvt. Ltd,2025-06-11 14:52:00,1183442,,0,0,0,0,Equity Shares,616.0,543299,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183442_1465442_11062025025221_WEB.xml,Promoter Group,970809.0,9.92,228265.0,Equity Shares,971425.0,9.93,,,,Market Purchase,,BSE,
DIAMINESQ,Diamines & Chemicals Limited,7(2),S Amit Speciality Chemicals Pvt. Ltd.,2025-06-11 14:52:00,1183442,,0,0,0,0,Equity Shares,1000.0,543298,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183442_1465442_11062025025221_WEB.xml,Promoter Group,494464.0,5.05,370535.0,Equity Shares,495464.0,5.06,,,,Market Purchase,,BSE,
DIAMINESQ,Diamines & Chemicals Limited,7(2),Finorga India Private Limited,2025-06-11 14:52:00,1183442,,0,0,0,0,Equity Shares,1000.0,543297,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183442_1465442_11062025025221_WEB.xml,Promoter Group,502568.0,5.14,369316.0,Equity Shares,503568.0,5.15,,,,Market Purchase,,BSE,
AIMTRON,Aimtron Electronics Limited,7(2),Mukesh Jeram Vasani,2025-06-11 14:11:00,1183440,,0,0,0,0,Equity Shares,1200.0,543293,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183440_1465432_11062025021127_WEB.xml,Promoters,12320935.0,60.35,667500.0,Equity Shares,12322135.0,60.36,,,,Market Purchase,,NSE,
ICEMAKE,Ice Make Refrigeration Limited,7(2),POPATBHAI LALJIBHAI PATEL,2025-06-11 14:06:00,1183438,,0,0,0,0,Equity Shares,1500.0,543291,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183438_1465428_11062025020622_WEB.xml,Promoter Group,257336.0,1.63,1242262.0,Equity Shares,255836.0,1.62,,,,Market Sale,,NSE,
ALICON,Alicon Castalloy Limited,7(2),Rajeev Sikand,2025-06-11 14:05:00,1183436,,0,0,0,0,Equity Shares,50000.0,543289,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183436_1465425_11062025020519_WEB.xml,Key Managerial Personnel,458638.0,2.82,250000.0,Equity Shares,508638.0,3.13,,,,ESOP,,NSE,
ALICON,Alicon Castalloy Limited,7(2),Vimal Gupta,2025-06-11 14:05:00,1183436,,0,0,0,0,Equity Shares,25000.0,543288,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183436_1465425_11062025020519_WEB.xml,Key Managerial Personnel,81600.0,0.5,125000.0,Equity Shares,106600.0,0.66,,,,ESOP,,NSE,
GEEKAYWIRE,Geekay Wires Limited,7(2),ASHISH KANDOI HUF,2025-06-11 13:41:00,1183434,,0,0,0,0,Equity Shares,117.0,543284,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183434_1465415_11062025014130_WEB.xml,Immediate relative,361325.0,0.61,8773.0,Equity Shares,361442.0,0.61,,,,Market Purchase,,NSE,
WSI,W S Industries (I) Limited,7(2),Chinniampalayam Kulandaisamy Venkatachalam,2025-06-11 13:01:00,1183432,,0,0,0,0,Equity Shares,3500.0,543282,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183432_1465400_11062025010125_WEB.xml,Promoters,4483307.0,7.07,263025.0,Equity Shares,4486807.0,7.08,,,,Market Purchase,,NSE,
CSLFINANCE,CSL Finance Limited,7(2),CSL Employee Welfare Trust,2025-06-11 12:29:00,1183430,,0,0,0,0,Equity Shares,938.0,543280,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183430_1465380_11062025122953_WEB.xml,Other,305574.0,1.34,341893.0,Equity Shares,304636.0,1.34,,,,ESOP,,NSE,
CSLFINANCE,CSL Finance Limited,7(2),CSL Employee Welfare Trust,2025-06-11 12:29:00,1183430,,0,0,0,0,Equity Shares,500.0,543279,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183430_1465380_11062025122953_WEB.xml,Other,306074.0,1.34,186901.0,Equity Shares,305574.0,1.34,,,,ESOP,,NSE,
HCLTECH,HCL Technologies Limited,7(2),HCL Technologies Stock Options Trust,2025-06-11 12:25:00,1183428,,0,0,0,0,Equity Shares,1250.0,543276,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183428_1465377_11062025122551_WEB.xml,,4373561.0,0.16,2039000.0,Equity Shares,4372311.0,0.16,,,,ESOP,,NA,
NIBL,NRB Industrial Bearings Limited,7(2),Anjana Thakker,2025-06-11 12:04:00,1183426,,0,0,0,0,Equity Shares,47759.0,543274,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183426_1465372_11062025120411_WEB.xml,Promoters,61262.0,0.25,1446988.0,Equity Shares,13503.0,0.06,,,,Market Sale,,NSE,
ZYDUSWELL,Zydus Wellness Limited,7(2),Rupa Nitin Parekh,2025-06-11 11:56:00,1183424,,0,0,0,0,Equity Shares,565.0,543272,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183424_1465367_11062025115655_WEB.xml,Other,565.0,0.0,1101750.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
CAPTRUST,Capital Trust Limited,7(2),Yogen Khosla,2025-06-11 11:11:00,1183422,,0,0,0,0,Equity Shares,74822.0,543270,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183422_1465353_11062025111139_WEB.xml,Promoters,5431469.0,31.93,7321830.0,Equity Shares,5356647.0,31.49,,,,Market Sale,,NSE,
CAPTRUST,Capital Trust Limited,7(2),Yogen Khosla,2025-06-11 11:11:00,1183422,,0,0,0,0,Equity Shares,89308.0,543269,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183422_1465353_11062025111139_WEB.xml,Promoters,5520777.0,32.46,8782772.0,Equity Shares,5431469.0,31.93,,,,Market Sale,,NSE,
